left_compound,right_compound,left_smiles,right_smiles,tanimoto_similarity,left_pchembl,right_pchembl,delta_pchembl,left_label,right_label
CHEMBL420466,CHEMBL135948,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(I)cc1)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,0.9047619047619048,9.14,6.6,2.540000000000001,1.0,1.0
CHEMBL4877646,CHEMBL4875597,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCNC2)cc1,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCNC2)cc1,1.0,10.54,8.0,2.539999999999999,1.0,1.0
CHEMBL5193294,CHEMBL4633781,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(O)cc(O)c1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,C[C@H](O)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(O)cc(O)c1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,0.9032258064516129,10.11,7.57,2.539999999999999,1.0,1.0
CHEMBL296855,CHEMBL2092982,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(I)cc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@@H]1O,0.9047619047619048,9.14,6.615,2.5250000000000004,1.0,1.0
CHEMBL420466,CHEMBL2092982,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(I)cc1)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@@H]1O,0.9047619047619048,9.14,6.615,2.5250000000000004,1.0,1.0
CHEMBL84650,CHEMBL84804,CC(C)(C)NC(=O)[C@@H]1CCCCN1C[C@@H](O)[C@H]1Cc2ccc(cc2)OCCCC(=O)NC(CC(N)=O)C(=O)N1,CC(C)(C)NC(=O)[C@@H]1CCCCN1C[C@H](O)[C@H]1Cc2ccc(cc2)OCCCC(=O)NC(CC(N)=O)C(=O)N1,1.0,8.3,5.78,2.5200000000000005,1.0,
CHEMBL194856,CHEMBL1791342,CCC(C)[C@@H](NC(=O)[C@@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@H](CC(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(N)=O)C(C)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,CC[C@H](C)[C@@H](NC(=O)[C@@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@H](CC(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(N)=O)[C@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.9661016949152542,8.96,6.44,2.5200000000000005,1.0,
CHEMBL2111770,CHEMBL2112565,CCC[C@]1(CCc2ccccc2)CC(=O)C([C@@H](CC)c2cccc(NS(=O)(=O)c3ccc(C#N)cn3)c2)=C(O)O1,CCC[C@@]1(CCc2ccccc2)CC(=O)C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C#N)cn3)c2)=C(O)O1,1.0,9.92,7.4,2.5199999999999996,1.0,1.0
CHEMBL99412,CHEMBL97544,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(N)=O,CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(N)=O,1.0,8.0,5.51,2.49,1.0,
CHEMBL4868416,CHEMBL5418270,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCCNC1)S(=O)(=O)c1ccc(N)cc1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCNC1)S(=O)(=O)c1ccc(N)cc1,0.9047619047619048,7.39,4.9,2.4899999999999993,1.0,0.0
CHEMBL114,CHEMBL438376,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,1.0,8.809999999999999,6.32,2.4899999999999984,1.0,
CHEMBL43294,CHEMBL113554,CC(C)[C@H](NC(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)N(C)Cc1ccccn1)C(C)C,CC(C)[C@H](NC(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)Cc1ccccn1)C(C)C,0.96,9.85,7.37,2.4799999999999995,1.0,1.0
CHEMBL120610,CHEMBL342576,O=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1,O=C1N(Cc2ccccc2)[C@@H](Cc2ccccc2)[C@H](O)[C@H](O)[C@H](Cc2ccccc2)N1Cc1ccccc1,1.0,8.22,5.77,2.450000000000001,1.0,
CHEMBL325450,CHEMBL326386,CNC(=O)[C@@H](NC(=O)[C@H](CCc1ccccc1)[C@@H](O)[C@H](O)[C@@H](CCc1ccccc1)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C,CNC(=O)[C@@H](NC(=O)[C@H](CCc1ccccc1)[C@H](O)[C@H](O)[C@@H](CCc1ccccc1)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C,1.0,9.4,6.95,2.45,1.0,1.0
CHEMBL73050,CHEMBL113554,CC(C)[C@H](NC(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)N(C)Cc1ccccn1)C(C)C,CC(C)[C@H](NC(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)Cc1ccccn1)C(C)C,0.96,9.82,7.37,2.45,1.0,1.0
CHEMBL109500,CHEMBL115376,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)OC,0.9186046511627907,8.825,6.38,2.4449999999999994,1.0,
CHEMBL109500,CHEMBL3143739,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)OC,0.9186046511627907,8.825,6.38,2.4449999999999994,1.0,
CHEMBL109500,CHEMBL444834,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,CC[C@H](C)[C@H](NC(=O)[C@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)OC,0.9186046511627907,8.825,6.38,2.4449999999999994,1.0,
CHEMBL284136,CHEMBL37118,O=C1N(Cc2cccc(O)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(O)c1,O=C1N(Cc2cccc(O)c2)[C@H](Cc2ccccc2)C(O)[C@@H](Cc2ccccc2)N1Cc1cccc(O)c1,0.9459459459459459,9.92,7.48,2.4399999999999995,1.0,1.0
CHEMBL300050,CHEMBL3350212,CC[C@H](C)[C@H](NC(=O)[C@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,COC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(C)C,0.9058823529411765,9.62,7.19,2.429999999999999,1.0,1.0
CHEMBL3349485,CHEMBL3350212,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,COC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(C)C,0.9058823529411765,9.62,7.19,2.429999999999999,1.0,1.0
CHEMBL340368,CHEMBL105851,CCNC(=O)C(NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@@H]([C@H](NC(=O)Cc3ccccc3)C(=O)NCC)SC2(C)C)C(C)(C)S1,CCNC(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@@H]([C@H](NC(=O)Cc3ccccc3)C(=O)NCC)SC2(C)C)C(C)(C)S1,1.0,8.3,5.89,2.410000000000001,1.0,
CHEMBL423106,CHEMBL97544,CC(C)CC(NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(N)=O,CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(N)=O,1.0,7.92,5.51,2.41,1.0,
CHEMBL275554,CHEMBL9409,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,0.9428571428571428,7.92,5.52,2.4000000000000004,1.0,
CHEMBL150907,CHEMBL150068,CC(C)C(C(=O)O)N(C)C(=O)[C@@H](C[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N(C)C(C(=O)O)C(C)C)OCc1ccccc1,CC(C)C(C(=O)O)N(C)C(=O)[C@@H](C[C@H](O)[C@@H](OCc1ccccc1)C(=O)N(C)C(C(=O)O)C(C)C)OCc1ccccc1,1.0,8.68,6.28,2.3999999999999995,1.0,
CHEMBL21095,CHEMBL278823,CC(C)[C@H](COCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,CC(C)[C@@H](COCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C,1.0,8.1,5.7,2.3999999999999995,1.0,
CHEMBL384439,CHEMBL219288,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3cccc(OC)c3)C(=O)O2)cc1,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H]2CN(c3ccccc3)C(=O)O2)cc1,0.9178082191780822,10.35,7.97,2.38,1.0,1.0
CHEMBL1790664,CHEMBL1790670,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H]1Cc2ccc(cc2)OCCCC(=O)NC(CC(N)=O)C(=O)N1)C(=O)N[C@H](C(N)=O)C(C)C,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H]1Cc2ccc(cc2)OCCCC(=O)NC(CC(N)=O)C(=O)N1)C(N)=O,0.9036144578313253,7.92,5.55,2.37,1.0,
CHEMBL103213,CHEMBL99949,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1c2ccccc2OC[C@H]1O,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@@H]1O,1.0,9.74,7.39,2.3500000000000005,1.0,1.0
CHEMBL103213,CHEMBL110348,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1c2ccccc2OC[C@H]1O,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1c2ccccc2OC[C@@H]1O,1.0,9.74,7.39,2.3500000000000005,1.0,1.0
CHEMBL111143,CHEMBL99949,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@@H]1O,1.0,9.74,7.39,2.3500000000000005,1.0,1.0
CHEMBL111143,CHEMBL110348,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1c2ccccc2OC[C@@H]1O,1.0,9.74,7.39,2.3500000000000005,1.0,1.0
CHEMBL120610,CHEMBL334312,O=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1,O=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@@H](O)[C@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1,1.0,8.22,5.87,2.3500000000000005,1.0,
CHEMBL305289,CHEMBL305290,CC(C)(C)NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@@H]1Cc2ccc(cc2)OCCCOc2cc3ccccc3cc2C(=O)N[C@@H](CC(N)=O)C(=O)N1,CC(C)(C)NC(=O)[C@@H]1CCCN1C[C@H](O)[C@@H]1Cc2ccc(cc2)OCCCOc2cc3ccccc3cc2C(=O)N[C@@H](CC(N)=O)C(=O)N1,1.0,6.4,4.05,2.3500000000000005,,0.0
CHEMBL2311136,CHEMBL300714,CC[C@@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,CC[C@H](C)[C@H](NC(=O)[C@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)OC,0.9146341463414634,7.68,5.34,2.34,1.0,0.0
CHEMBL2311136,CHEMBL3143737,CC[C@@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)OC,0.9146341463414634,7.68,5.34,2.34,1.0,0.0
CHEMBL282787,CHEMBL281922,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,CC(C)(C)NC(=O)c1ccccc1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,1.0,8.835,6.5,2.335000000000001,1.0,1.0
CHEMBL137282,CHEMBL342585,CC(C)(C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](O)[C@@H]1Cc2ccc(cc2)OCCCOc2cc3ccccc3cc2C(=O)N[C@@H](CC(N)=O)C(=O)N1,CC(C)(C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](O)[C@@H]1Cc2ccc(cc2)OCCCOc2cc3ccccc3cc2C(=O)N[C@@H](CC(N)=O)C(=O)N1,1.0,7.72,5.42,2.3,1.0,0.0
CHEMBL302486,CHEMBL305290,CC(C)(C)NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@@H]1Cc2ccc(cc2)OCCOc2cc3ccccc3cc2C(=O)N[C@@H](CC(N)=O)C(=O)N1,CC(C)(C)NC(=O)[C@@H]1CCCN1C[C@H](O)[C@@H]1Cc2ccc(cc2)OCCCOc2cc3ccccc3cc2C(=O)N[C@@H](CC(N)=O)C(=O)N1,0.9629629629629629,6.35,4.05,2.3,,0.0
CHEMBL4763723,CHEMBL4784475,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2nc(NC3CC3)sc2c1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2nc(NC3CC3)sc2c1,1.0,8.84,6.55,2.29,1.0,1.0
CHEMBL2369717,CHEMBL1790823,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](C)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@H](C)O,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)CCCCC/C=C/CCCCCC(=O)N[C@H](CO)C(=O)N[C@@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)[C@H](C)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)O,0.9439252336448598,6.5600000000000005,4.29,2.2700000000000005,1.0,0.0
CHEMBL279793,CHEMBL18603,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCS(=O)(=O)C1,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCCS(=O)(=O)C1,0.9041095890410958,7.95,5.68,2.2700000000000005,1.0,
CHEMBL114,CHEMBL405969,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,1.0,8.809999999999999,6.54,2.2699999999999987,1.0,1.0
CHEMBL132739,CHEMBL16316,CCC(c1cccc(NS(=O)(=O)c2ccc(C#N)cc2)c1)c1c(O)c2c(oc1=O)CCCCC2,CCC(c1cccc(NS(=O)(=O)c2ccc(C#N)cc2)c1)c1c(O)c2c(oc1=O)CCCCCC2,1.0,10.74,8.51,2.2300000000000004,1.0,1.0
CHEMBL290576,CHEMBL148543,O=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1,O=C1N(Cc2ccccc2)[C@@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H](Cc2ccccc2)N1Cc1ccccc1,1.0,8.47,6.25,2.2200000000000006,1.0,
CHEMBL420054,CHEMBL432190,CCCCCN1C(=O)N(CCCCC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,CCCCCCCN1C(=O)N(CCCCCCC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,0.9722222222222222,8.8,6.58,2.2200000000000006,1.0,1.0
CHEMBL181166,CHEMBL180655,CNc1cccc(N2C(=O)N(c3cccc(NC)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1,CNc1cccc(N2C(=O)N(c3cccc(NC)c3)[C@@H](Cc3ccccc3)[C@@H](O)[C@@H]2CCc2ccccc2)c1,1.0,8.31,6.11,2.2,1.0,
CHEMBL148543,CHEMBL21291,O=C1N(Cc2ccccc2)[C@@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H](Cc2ccccc2)N1Cc1ccccc1,O=C1N(Cc2ccccc2)[C@@H](Cc2ccccc2)C(O)[C@H](Cc2ccccc2)N1Cc1ccccc1,0.9333333333333333,6.25,4.05,2.2,,0.0
CHEMBL262204,CHEMBL188009,O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1C(=O)N(Cc2ccccc2)C[C@@H]1Cc1ccccc1,O=C(NC1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1C(=O)N(Cc2ccncc2)CC1Cc1ccccc1,0.9130434782608695,8.92,6.72,2.2,1.0,1.0
CHEMBL414156,CHEMBL188009,O=C(NC1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1C(=O)N(Cc2ccccc2)CC1Cc1ccccc1,O=C(NC1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1C(=O)N(Cc2ccncc2)CC1Cc1ccccc1,0.9130434782608695,8.92,6.72,2.2,1.0,1.0
CHEMBL279793,CHEMBL18086,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCS(=O)(=O)C1,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCCS(=O)(=O)C1,0.9041095890410958,7.95,5.76,2.1900000000000004,1.0,
CHEMBL4852584,CHEMBL4868416,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCNC1)S(=O)(=O)c1ccc(N)cc1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCCNC1)S(=O)(=O)c1ccc(N)cc1,1.0,9.57,7.39,2.1800000000000006,1.0,1.0
CHEMBL419286,CHEMBL309773,CC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)c1nc(C(C)C)c[nH]1)C(C)C,CC(=O)N[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)c1nc(C(C)C)c[nH]1)C(C)C,1.0,9.0,6.82,2.1799999999999997,1.0,1.0
CHEMBL4868416,CHEMBL5423048,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCCNC1)S(=O)(=O)c1ccc(N)cc1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCNC1)S(=O)(=O)c1ccc(N)cc1,0.9047619047619048,7.39,5.21,2.1799999999999997,1.0,0.0
CHEMBL302859,CHEMBL422718,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)cc1,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2CO[C@@H]3OCCC[C@@H]32)cc1,0.918918918918919,10.82,8.66,2.16,1.0,1.0
CHEMBL437507,CHEMBL198645,COC(=O)N[C@H](C(=O)NN(Cc1ccc(C#Cc2ccccc2)cc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C,COC(=O)N[C@H](C(=O)NN(Cc1ccccc1)C[C@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C,0.9027777777777778,7.82,5.66,2.16,1.0,
CHEMBL1790655,CHEMBL1790656,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@@H]1CSSC[C@@H](NC(C)=O)C(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)N[C@H](C(N)=O)C(C)C,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@@H]1CSSC[C@@H](NC(C)=O)C(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)N[C@H](C(N)=O)C(C)C,1.0,6.6,4.44,2.1599999999999993,1.0,0.0
CHEMBL318003,CHEMBL297633,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@H]1c2ccccc2C[C@H]1O,0.9016393442622951,9.6,7.46,2.1399999999999997,1.0,1.0
